ou_mean,ou_std,PV2_V_num_-200_0,PV2_V_mean_-200_0,PV2_V_median_-200_0,PV2_V_num_-200_-70,PV2_V_mean_-200_-70,PV2_V_median_-200_-70,PV2_V_num_-70_-50,PV2_V_mean_-70_-50,PV2_V_median_-70_-50,PV2_V_num_-50_0,PV2_V_mean_-50_0,PV2_V_median_-50_0,PV3_V_num_-200_0,PV3_V_mean_-200_0,PV3_V_median_-200_0,PV3_V_num_-200_-70,PV3_V_mean_-200_-70,PV3_V_median_-200_-70,PV3_V_num_-70_-50,PV3_V_mean_-70_-50,PV3_V_median_-70_-50,PV3_V_num_-50_0,PV3_V_mean_-50_0,PV3_V_median_-50_0,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0,PV5A_V_num_-200_0,PV5A_V_mean_-200_0,PV5A_V_median_-200_0,PV5A_V_num_-200_-70,PV5A_V_mean_-200_-70,PV5A_V_median_-200_-70,PV5A_V_num_-70_-50,PV5A_V_mean_-70_-50,PV5A_V_median_-70_-50,PV5A_V_num_-50_0,PV5A_V_mean_-50_0,PV5A_V_median_-50_0,PV5B_V_num_-200_0,PV5B_V_mean_-200_0,PV5B_V_median_-200_0,PV5B_V_num_-200_-70,PV5B_V_mean_-200_-70,PV5B_V_median_-200_-70,PV5B_V_num_-70_-50,PV5B_V_mean_-70_-50,PV5B_V_median_-70_-50,PV5B_V_num_-50_0,PV5B_V_mean_-50_0,PV5B_V_median_-50_0,PV6_V_num_-200_0,PV6_V_mean_-200_0,PV6_V_median_-200_0,PV6_V_num_-200_-70,PV6_V_mean_-200_-70,PV6_V_median_-200_-70,PV6_V_num_-70_-50,PV6_V_mean_-70_-50,PV6_V_median_-70_-50,PV6_V_num_-50_0,PV6_V_mean_-50_0,PV6_V_median_-50_0
0.03,0.0118421052631578,273972,-41.74432647389528,-43.88869017032208,13,-70.44935524795318,-70.52166871916619,43783,-53.539105722305024,-53.30253151413917,230176,-39.499157623940526,-42.67453003885832,274325,-41.77094970094847,-43.92022523111811,12,-72.1213659701741,-72.37115357650998,43579,-53.52588256702414,-53.287527591385015,230734,-39.54920334208528,-42.73698721430294,273906,-41.705302668885935,-43.834472711739366,54,-76.58085593929782,-77.05144326429534,42790,-53.54655653149293,-53.32780898214085,231062,-39.504289379562906,-42.67513699557402,273954,-41.71315988892704,-43.86480892656219,6,-70.25131778715614,-70.29187555718181,43278,-53.45312591047968,-53.232817362260135,230670,-39.5097806960188,-42.685541619346345,274403,-41.79719282771108,-43.977940050550416,0,,,43718,-53.50776199866192,-53.27338766406313,230685,-39.57787790469646,-42.776218104599394,274440,-41.80886374272774,-43.9571433431031,17,-71.20728931265164,-71.25890807636587,43879,-53.46024694274709,-53.22983154781248,230544,-39.589110391227216,-42.75882300087563
0.034,0.0086842105263157,267242,-40.001958082247555,-42.196809887900905,0,,,28406,-53.315446521210134,-53.44310873947674,238836,-38.41851608607792,-41.49233350611476,267559,-40.0543417719345,-42.2379455884526,0,,,28209,-53.28724427887015,-53.4109776541285,239350,-38.49475561434875,-41.55228388730252,267355,-40.017095893479215,-42.19081507375907,0,,,28292,-53.29280394385979,-53.43488355879383,239063,-38.44597726716995,-41.5069320204262,267285,-40.03412575854676,-42.21744157149581,0,,,28526,-53.34004652201382,-53.45340996823445,238759,-38.44438591335282,-41.51094914354385,267482,-40.05496638438599,-42.23653317547692,0,,,28009,-53.30079481373044,-53.43984497738866,239473,-38.505721131361604,-41.55515299168704,267620,-40.071991690724396,-42.26696484158339,0,,,28048,-53.29076358195449,-53.4369820140666,239572,-38.52439800696663,-41.58009373133913
0.032,0.0071052631578947,268940,-40.397875913616694,-42.65029022292663,0,,,26753,-53.36885178922878,-53.62102286873781,242187,-38.96504707639484,-42.0565925341824,269243,-40.42101532845022,-42.69090034630342,0,,,26728,-53.3580290081245,-53.64143198160028,242515,-38.99520454713635,-42.093429083748646,268988,-40.40702912994387,-42.66737424073919,0,,,26862,-53.38090111663553,-53.641718010785844,242126,-38.9676787532536,-42.07307694491002,269001,-40.405035263245495,-42.658813320227914,0,,,26498,-53.37795486286901,-53.669690209798524,242503,-38.98750053769232,-42.06955643550492,269211,-40.463980092189644,-42.72900390997637,0,,,26555,-53.37491000480487,-53.658451455825556,242656,-39.05107563555351,-42.139113375955176,269232,-40.45841963413288,-42.72739941981101,0,,,26534,-53.38108755647168,-53.65952376133667,242698,-39.045593526578074,-42.136308969124954
0.004,0.0142105263157894,319982,-70.85610556756666,-67.28904345817836,140073,-86.56771031765615,-82.98619680734832,160697,-60.24652431587091,-60.188202111357725,19212,-45.047041766008256,-46.59632197252003,319996,-71.33156267815549,-67.71526417327985,142743,-86.67025980694449,-82.87227140832978,161050,-60.36333417516942,-60.40145273197015,16203,-45.22167908568367,-46.83360987182234,319974,-70.76839013286498,-67.43069663051048,139878,-85.96081646888854,-82.27764021105352,163295,-60.396375796696596,-60.38672356547703,16801,-45.09205360493887,-46.77229200895553,319981,-70.78083113343278,-67.24078138664466,140077,-86.30799817139919,-82.68254268366408,161510,-60.25002722664746,-60.16010464131049,18394,-45.002379562685476,-46.540393890095125,319989,-71.5997976884619,-68.2879019827039,147099,-86.25835963529072,-82.68917221037296,157384,-60.49943452768718,-60.55719906734448,15506,-45.20741744073823,-46.86210808236127,319975,-71.5945240987393,-68.19597849972445,146421,-86.24184125314183,-82.43961454240444,160258,-60.39693164736273,-60.38832802368064,13296,-45.25795264927549,-46.99702340364471
0.04,0.0110526315789473,260225,-39.16728868147242,-41.18187308004786,0,,,35495,-53.74084473037303,-53.44135479742328,224730,-36.86546706461784,-40.04261098047918,260540,-39.19604763328279,-41.24600057259804,0,,,35392,-53.749271789206475,-53.44262583767244,225148,-36.90836260242996,-40.08341629904258,260345,-39.185902293037195,-41.180367070171705,0,,,35646,-53.767284643605954,-53.458330640775344,224699,-36.8727279786505,-40.0353463038419,260328,-39.15677356685853,-41.156368346854975,0,,,35358,-53.70273125181187,-53.395090957102994,224970,-36.87061998271586,-40.03075876590857,260744,-39.234239916977415,-41.26944495824257,0,,,35188,-53.73262718129379,-53.45622127084597,225556,-36.97241025579896,-40.148071424150054,260843,-39.21867639586231,-41.26622954746018,0,,,34530,-53.72670418938381,-53.44779842562596,226313,-37.00509520649053,-40.17138843657327
0.01,0.0126315789473684,318747,-58.10173336744542,-56.70102186261139,44059,-78.93690470628884,-76.37690184336391,208529,-58.261533506208075,-57.549054568006476,66159,-43.7227406808247,-45.59219931118269,318942,-58.31805275087934,-56.850479682561755,44842,-79.07262477152659,-76.72346328164225,210793,-58.283929406957014,-57.53641193568275,63307,-43.730668156530406,-45.5903573978479,318903,-58.08546392107771,-56.76403858108064,42735,-78.88533862369883,-76.26827228297925,212595,-58.196186333347804,-57.535195845377295,63573,-43.73311816654236,-45.57949549223151,318920,-58.04066385377728,-56.64277424031733,42724,-78.8944611715523,-76.4534030245702,211239,-58.20321076428823,-57.49244662112137,64957,-43.795949913262206,-45.62291758806373,319155,-58.56587611493073,-57.215793395964695,45596,-78.60381983714932,-76.17608105026392,213645,-58.40770581895515,-57.754406211763516,59914,-43.880530635166835,-45.71931681527411,319081,-58.476727914347364,-57.079139179551106,44854,-78.7492948730429,-76.31994354908306,213805,-58.34232793703762,-57.64779825635315,60422,-43.90305721134821,-45.768733096646784
0.032,0.0007894736842105,267833,-40.18734877306244,-42.5244850435476,0,,,26234,-53.34965494055442,-53.72331362569574,241599,-38.758121251433685,-41.97527365749785,267786,-40.20247257009976,-42.52850374358762,0,,,26245,-53.350198533027665,-53.70665157756241,241541,-38.77388666585559,-41.98432780526597,267762,-40.19858897961248,-42.52369105456215,0,,,26252,-53.34841013953476,-53.71508797395371,241510,-38.769210878952975,-41.979178674407066,267750,-40.19872338779061,-42.52233497814696,0,,,26228,-53.3512494080273,-53.7180321504157,241522,-38.77042926775697,-41.97698300851985,267772,-40.20414941771548,-42.53239175584447,0,,,26278,-53.34808576776927,-53.70958676334866,241494,-38.773901215247875,-41.98530914456757,267793,-40.20641418979401,-42.53768848338828,0,,,26235,-53.35370101939726,-53.705063410726446,241558,-38.77852080611538,-41.99213722585733
0.002,0.0023684210526315,319996,-68.85077582021981,-68.70014331793504,106619,-72.1583783438819,-71.72066702718266,213377,-67.19805189275657,-67.43777973068588,0,,,319996,-68.93710142724255,-68.77163784108161,108974,-72.16919034017835,-71.71462301692115,211022,-67.26801641620925,-67.51622108595011,0,,,319996,-68.86148513314673,-68.72179686850517,105044,-72.1021190842372,-71.66269760600815,214952,-67.27783318872032,-67.53217986408455,0,,,319996,-68.8481504888244,-68.68759112091216,105959,-72.12911147790005,-71.68207838508974,214037,-67.22391100947516,-67.44534122713472,0,,,319996,-69.00446981371154,-68.87618867296695,113215,-72.09019011514688,-71.6450249152152,206781,-67.31500209701127,-67.57994186572927,0,,,319996,-69.00487773070624,-68.83863627828336,110948,-72.11615099402655,-71.68426428546266,209048,-67.3536323419971,-67.59668454883348,0,,
0.018,0.001578947368421,287765,-45.03584206549398,-47.802180561189324,0,,,52191,-52.52658730328458,-50.880367902747835,235574,-43.37628080361648,-47.07068763222638,287922,-45.04731050927061,-47.82370734747299,0,,,52558,-52.514863709901135,-50.879785160213004,235364,-43.37976720987587,-47.08937406025126,287843,-45.04035964939645,-47.812249952815115,0,,,52439,-52.516018914535955,-50.87079276656614,235404,-43.37506893129202,-47.07479486351858,287849,-45.035389423791514,-47.81188110368202,0,,,52439,-52.51692321792943,-50.876105610967585,235410,-43.36883256286464,-47.07754080248807,287945,-45.06084168261658,-47.83199303198284,0,,,53354,-52.47964148214872,-50.84925007772055,234591,-43.37355340427582,-47.08140405455467,288018,-45.05228439030826,-47.83347845743415,0,,,52674,-52.50492047363887,-50.867061062323515,235344,-43.38425736156159,-47.09704812511236
0.008,0.0023684210526315,319996,-58.080964660605815,-57.9965855666841,0,,,319996,-58.080964660605815,-57.9965855666841,0,,,319996,-58.13549640117971,-58.04243294508731,0,,,319996,-58.13549640117971,-58.04243294508731,0,,,319996,-58.09178155533003,-58.01315668253948,0,,,319996,-58.09178155533003,-58.01315668253948,0,,,319996,-58.08156872163202,-57.99373198269481,0,,,319996,-58.08156872163202,-57.99373198269481,0,,,319996,-58.1780563845563,-58.10678561571104,0,,,319996,-58.1780563845563,-58.10678561571104,0,,,319996,-58.179003348970454,-58.090347157064,0,,,319996,-58.179003348970454,-58.090347157064,0,,
0.034,0.0110526315789473,267952,-40.39266797114978,-42.57047562556161,0,,,34416,-53.48981159977214,-53.39206010963036,233536,-38.46255314892678,-41.61122495501654,268329,-40.410355380659965,-42.573683392217376,0,,,33569,-53.48964079881212,-53.42172999917345,234760,-38.54011116443085,-41.64246835924257,267991,-40.39389288898405,-42.523138709787254,11,-70.93860603546881,-71.02000291418915,34060,-53.493216532701105,-53.436775907622135,233920,-38.48512512586156,-41.58739077379141,267978,-40.40894630558312,-42.56408534059571,0,,,34652,-53.532273638137305,-53.44914272085211,233326,-38.45995845713215,-41.595360342252434,268591,-40.491783886284345,-42.65784509766488,0,,,34293,-53.472913982081856,-53.40338191918121,234298,-38.5918022629876,-41.707186562162235,268485,-40.45502618184055,-42.618284989789956,0,,,33680,-53.44350674066298,-53.39597101526253,234805,-38.591982272123396,-41.69228848373294
0.03,0.0047368421052631,270258,-40.83292387857442,-43.21579383474753,0,,,26360,-53.58550624013289,-53.92166719151896,243898,-39.45465070269484,-42.67881362709161,270314,-40.86978883481152,-43.25548500863418,0,,,26396,-53.594603871127696,-53.94260539074969,243918,-39.49275139723578,-42.71215746086611,270227,-40.836706452724876,-43.21973843052545,0,,,26421,-53.58302444628849,-53.94156131457773,243806,-39.45540136709145,-42.681441116830456,270272,-40.840265546878875,-43.22109700793818,0,,,26369,-53.57710510238617,-53.934914002574,243903,-39.46325205282929,-42.68024375619784,270410,-40.8811440171478,-43.27739147553237,0,,,26354,-53.59417738996291,-53.94382306534575,244056,-39.508347275796766,-42.73713253439567,270470,-40.876577792759655,-43.2708536428615,0,,,26431,-53.58662864314269,-53.93537048037537,244039,-39.49999718873132,-42.72260808226049
0.036,0.0007894736842105,264456,-39.13307880540524,-41.26035908788385,0,,,25278,-52.8989330936748,-53.2161980449698,239178,-37.67820726747584,-40.693683555662616,264484,-39.13482975827464,-41.27066633145485,0,,,25322,-52.897985149560505,-53.20644334164752,239162,-37.67761406005278,-40.70040763139676,264487,-39.1285690024167,-41.25756337921579,0,,,25234,-52.90164343189519,-53.228430256505256,239253,-37.67592364309639,-40.69931357330081,264512,-39.123970432566914,-41.25888801281367,0,,,25226,-52.90543864740871,-53.22628508107732,239286,-37.67110099103002,-40.69605052604238,264477,-39.136945425856304,-41.26580598053073,0,,,25317,-52.896827171723494,-53.21977720923819,239160,-37.68035182257768,-40.7025142180543,264474,-39.13745031973606,-41.2708081612831,0,,,25287,-52.90291115278735,-53.210940124332225,239187,-37.68215714709135,-40.708708089484645
0.01,0.0078947368421052,319530,-56.08474848314145,-55.79691639162802,9284,-73.87593037894032,-72.73201756030474,269761,-57.199859782839916,-56.515470258593744,40485,-44.574636786499305,-47.296530157170544,319672,-56.29794391674956,-55.94457765969199,9199,-74.03497770191032,-72.99832122334846,272462,-57.3014101565543,-56.57993364489744,38011,-44.812600399889284,-47.49606201497368,319660,-56.15509252988855,-55.8648204880287,8406,-74.44694931427199,-72.91487179347183,273514,-57.175034920851544,-56.502289798727574,37740,-44.689012210562005,-47.345121856978764,319565,-56.071012368900526,-55.78553133853004,8771,-73.96588075167077,-72.9438018214,270580,-57.200239441171284,-56.499134227374284,40214,-44.569989048656254,-47.28608065389144,319731,-56.43289219521651,-56.140895221407035,8992,-73.86224595524611,-72.81860254353998,274845,-57.389623937522956,-56.73465701519004,35894,-44.74075187303454,-47.376155230649026,319666,-56.409014219785284,-56.06185188015941,8971,-73.937098187331,-72.75220205717366,275207,-57.325196932785275,-56.65087108122057,35488,-44.87316161694936,-47.6106040851129
0.028,0.0023684210526315,271832,-41.339610993024785,-43.85281394757462,0,,,26625,-53.78324416019175,-54.17481060088141,245207,-39.9884597898543,-43.3335586447487,271897,-41.35335749939287,-43.86939404446948,0,,,26620,-53.787257716277146,-54.183384720985885,245277,-40.00390188890573,-43.35099088450903,271833,-41.34568291355486,-43.8576114096668,0,,,26620,-53.78500817868216,-54.18111329378519,245213,-39.99528616233168,-43.33481483660864,271871,-41.34329067575347,-43.854974131623294,0,,,26645,-53.78059717819694,-54.1658830280885,245226,-39.9919167115017,-43.3359084043458,271925,-41.36290592499951,-43.882566729957574,0,,,26651,-53.78801981056849,-54.18682831303835,245274,-40.01281700336779,-43.36218676749432,271957,-41.34848620125106,-43.87164699835207,0,,,26740,-53.78097351609726,-54.17680475631467,245217,-39.99276979170774,-43.34818391403066
0.006,0.0134210526315789,319938,-65.91815479024648,-63.05354102269963,103100,-83.13188567999275,-79.89546771290426,188859,-59.669404402761856,-59.3990293548572,27979,-44.666397926067035,-46.26985409599023,319923,-66.31903598620374,-63.39174051023853,105089,-83.29566201728156,-79.94549221090578,189327,-59.78810873983865,-59.60420280049089,25507,-44.85136867105998,-46.569699299259966,319900,-65.86854411403988,-63.15044577875329,100329,-82.90364655460122,-79.76942640986493,193987,-59.84543619381458,-59.662008710208184,25584,-44.733844433054095,-46.36716439404405,319921,-65.82733697959138,-63.01854430389193,101835,-83.04316789993729,-79.7815361040244,190093,-59.713358941800884,-59.386153575849704,27993,-44.71671237216419,-46.26421767819335,319944,-66.53235843499017,-63.854669501849315,108598,-82.78477489807241,-79.6227354245346,186686,-59.939210256747614,-59.79202096038266,24660,-44.87252622678203,-46.48742378544811,319920,-66.53017660482195,-63.758493161960644,106822,-82.89827668423214,-79.7779581930552,191068,-59.85918359611573,-59.645929072515685,22030,-45.02042197498637,-46.8873370917339
0.016,0.0078947368421052,303606,-48.0031317978233,-49.765285841399916,191,-72.40946725898563,-71.90183116338407,145580,-53.93440294126049,-53.16256465513624,157835,-42.502855793548825,-46.348583453498584,303950,-48.13119088515936,-49.87198252132178,242,-73.38239719335324,-73.44439257898671,148340,-53.999294211630584,-53.246463965643926,155368,-42.489197428493085,-46.389782758003456,303579,-47.9636516086699,-49.73028230038461,310,-74.88145731307341,-73.32365890303222,144365,-53.891995116071,-53.106270820664584,158904,-42.52521185753511,-46.45092466952905,303512,-48.00966680875799,-49.77965727878525,172,-71.60120643396557,-71.37860696634556,145957,-53.92498968818237,-53.13896786564028,157383,-42.49801354044006,-46.37789616472702,304626,-48.11039576752802,-49.850843743741095,163,-71.73742527427858,-71.36559690262376,148338,-53.944084528221154,-53.24180083953293,156125,-42.54300470784315,-46.4396334925772,304612,-48.20570510104488,-49.90649408482447,215,-72.2275857475353,-71.53234018072045,149609,-53.97677170600479,-53.22504394175327,154788,-42.594364376696475,-46.48453495195025
0.002,0.0094736842105263,319996,-72.42497390472417,-70.33749733211367,163445,-82.04040940529526,-79.68807569285428,155693,-62.47211370767479,-62.90757202279267,858,-46.77906163009559,-48.71096631759796,319996,-72.71999575547837,-70.61003194897059,166266,-82.06464784903947,-79.54408120679912,153379,-62.64749284092814,-63.11807328691089,351,-47.68438191721357,-49.18282046936531,319996,-72.32979424237139,-70.41189230145059,164259,-81.58019387511098,-79.025128651732,155023,-62.642960090940875,-63.06077613483676,714,-47.42881018500068,-49.058651783118634,319996,-72.34958923059894,-70.24777486908391,162464,-81.91697523099857,-79.45268135713926,156844,-62.550988827844165,-63.002887797714784,688,-46.907557836327676,-48.64452962890867,319996,-72.9596584883316,-71.07527059741932,171535,-81.84728457355666,-79.5418127454784,147983,-62.73756794250996,-63.23401636179986,478,-48.1828482649877,-49.34895849964876,319996,-72.89305615261758,-70.92314308497652,169728,-81.85574075955007,-79.30976094206773,149645,-62.836358761098694,-63.26773307167945,623,-46.75493125438004,-48.48180164985176
0.022,0.0126315789473684,289957,-45.47012784627653,-47.14881474899844,1104,-74.82506969688721,-73.14879831425093,93588,-54.62155949389492,-53.77687009485069,195265,-40.917995918688995,-44.41246667276205,290733,-45.57520442763923,-47.17180215205804,1179,-74.24756758310619,-72.71212157641533,95437,-54.61708532448804,-53.750555026348316,194117,-40.9556466181076,-44.39275986853317,289978,-45.50400368755329,-47.14584147771103,1280,-76.69446935362436,-73.6230713875243,93206,-54.62033706985009,-53.78247853546331,195492,-40.9533276226354,-44.45917195666131,290312,-45.49031776354058,-47.13805020976608,989,-74.15012694090169,-73.10344482422708,93762,-54.691099665608164,-53.85893877459076,195561,-40.93405008246883,-44.3987126504907,290790,-45.596849505936554,-47.26637444788888,935,-74.49687100547828,-73.04405253336829,96794,-54.571197336528186,-53.7854488882352,193061,-40.9574632807727,-44.475797690298485,290742,-45.61020329649483,-47.301014642597664,1032,-74.94685521351417,-73.81243063966298,96244,-54.59365851499905,-53.75702067472933,193466,-40.9846924117498,-44.45571991062005
0.03,0.0007894736842105,269609,-40.74949057048531,-43.172718143036384,0,,,26560,-53.571265630792986,-53.9438482579134,243049,-39.34834781490199,-42.63996351802939,269598,-40.75608126321683,-43.1763347816501,0,,,26557,-53.56980588176493,-53.951747275901766,243041,-39.35593032286197,-42.64601457688851,269665,-40.741336213423864,-43.171900438451374,0,,,26583,-53.5678308581037,-53.9410280268689,243082,-39.338654372976904,-42.6384230665116,269617,-40.74834912138367,-43.174280479357556,0,,,26577,-53.56715695635685,-53.934754170780295,243040,-39.34658210430794,-42.64220572832458,269673,-40.74827695784995,-43.17686814785046,0,,,26554,-53.57403391381509,-53.947118221612556,243119,-39.34741914661884,-42.64711737798144,269634,-40.757470221916876,-43.18514431450676,0,,,26571,-53.57139182796695,-53.95675621098299,243063,-39.35668642926083,-42.64555111835594
0.016,0.015,309583,-51.27598786215412,-50.98499055719496,17446,-78.64636099259307,-76.34641073623669,151945,-56.81621353169717,-55.768391048483174,140192,-41.86522891019993,-44.28273316706532,310099,-51.432483845687564,-51.01708687687051,18724,-78.46047156122754,-75.86844879713455,151019,-56.8919015405202,-55.84691600083335,140356,-41.95267647840933,-44.36238058818472,309810,-51.18644421302169,-50.894940849902966,16933,-78.7845466823985,-75.78721671155338,151279,-56.74414726091225,-55.67147045567511,141598,-41.94844347504664,-44.43424238603765,309624,-51.31358424503737,-51.04491377513742,17894,-78.53674393671875,-75.98834301212906,151925,-56.810891339672196,-55.761973972438454,139805,-41.855341693802835,-44.3107940166026,310813,-51.62754071120534,-51.303729881309806,18118,-77.97570602483336,-75.58429421858258,156331,-56.95405072921357,-55.889456442221636,136364,-42.02035188734012,-44.378583015876195,310762,-51.60532921596542,-51.2379195623481,17976,-78.35802553176605,-75.65717263228615,155799,-56.91625884370104,-55.904681933789654,136987,-42.054466768839674,-44.51150516177463
0.004,0.0086842105263157,319996,-67.25061311590635,-65.62361904103292,107124,-78.50366504956739,-76.49001556404205,211215,-61.706059258037456,-61.88766064806957,1657,-46.50288091812055,-48.5095497520817,319996,-67.49693464687711,-65.82050772080734,108679,-78.60454080129904,-76.50127842149304,210380,-61.84629819496899,-62.083080895788754,937,-47.878330053503596,-49.2828859517032,319996,-67.19908954321623,-65.65351750307366,104426,-78.33272524031248,-76.38503349825629,214109,-61.904117272795446,-62.14058185336684,1461,-47.39085993510405,-48.92624786974832,319996,-67.1996201392746,-65.56192709879514,105743,-78.43873740288149,-76.38642781736029,212806,-61.75543313603566,-61.89125949399985,1447,-46.53457701950157,-48.5842380909381,319996,-67.67554470229551,-66.17027212864868,113038,-78.24934464425738,-76.26872994579284,205941,-61.97012710072406,-62.238410214779236,1017,-47.75244582887848,-49.06761881434192,319996,-67.62633673641686,-66.05903014165332,110694,-78.3574746670993,-76.38668858647041,208096,-62.040081977803275,-62.249826072385915,1206,-46.56886422355246,-48.59660077800082
0.03,0.0110526315789473,273528,-41.572569715743114,-43.756072330438855,0,,,39926,-53.40622128392474,-53.251348174438505,233602,-39.55002550588524,-42.697552777119704,273690,-41.599677580913,-43.77867401315484,4,-70.28089443390701,-70.31704996018412,39994,-53.41152345230091,-53.248252156669636,233692,-39.57770982571514,-42.72572480599808,273370,-41.521095060495,-43.707730132808436,33,-74.58423558231672,-74.93600812715775,39446,-53.43284623077228,-53.27635723625224,233891,-39.507498896897516,-42.681437346432006,273299,-41.53973566262333,-43.73907708129359,0,,,39749,-53.38620195743535,-53.25414041474527,233550,-39.523528474644394,-42.69160207128738,273748,-41.638872488616684,-43.861356234190865,0,,,39821,-53.426933046092714,-53.27635897203706,233927,-39.63221075457463,-42.81599557862273,273802,-41.63080944853987,-43.811056813582546,0,,,40125,-53.376390997694116,-53.21446027892193,233677,-39.61395943908318,-42.76714596108851
0.024,0.0078947368421052,279963,-43.2043887675995,-45.58746775577884,0,,,46905,-53.239163431939964,-52.79312441553863,233058,-41.184800915515936,-44.58760396987923,280188,-43.26126863074835,-45.64588880286435,0,,,47442,-53.226370461112126,-52.74744277365435,232746,-41.23002271874077,-44.61411025455759,279969,-43.18528713774218,-45.57025050021655,0,,,46856,-53.23218428779683,-52.75471689617066,233113,-41.1658484412175,-44.562372865797364,280059,-43.203669033267715,-45.584692109275174,0,,,46947,-53.186592303751716,-52.71661048589507,233112,-41.19318352081272,-44.58052040310453,280298,-43.2748635680117,-45.65995303428575,0,,,47620,-53.21998969585379,-52.72253725521972,232678,-41.23948890342012,-44.637409093505994,280262,-43.27192738320229,-45.65542458145393,0,,,47382,-53.21265612463415,-52.716574825167896,232880,-41.24937667371016,-44.641844257123665
0.008,0.0007894736842105,319996,-57.95867953322483,-57.95038120396731,0,,,319996,-57.95867953322483,-57.95038120396731,0,,,319996,-57.977439219377224,-57.966400671071675,0,,,319996,-57.977439219377224,-57.966400671071675,0,,,319996,-57.9632751382628,-57.956084089313215,0,,,319996,-57.9632751382628,-57.956084089313215,0,,,319996,-57.95948605630657,-57.949671502457704,0,,,319996,-57.95948605630657,-57.949671502457704,0,,,319996,-57.99210528452574,-57.98699517914336,0,,,319996,-57.99210528452574,-57.98699517914336,0,,,319996,-57.993311566290494,-57.98214927748327,0,,,319996,-57.993311566290494,-57.98214927748327,0,,
0.006,0.0110526315789473,319966,-64.54067329520511,-62.490549230868325,86032,-79.85976350850882,-77.31437638594437,216975,-59.96626858467125,-59.75135736647063,16959,-45.35319129963555,-47.41811640903248,319996,-64.86459820911577,-62.738127287428824,87707,-79.99439631176934,-77.42621131950415,217963,-60.05268147490754,-59.90694613197623,14326,-45.44749678155714,-47.51197127607793,319960,-64.51496807709381,-62.56004819399179,82999,-79.79860771751069,-77.40053061408231,221995,-60.09784827728075,-59.985641714517264,14966,-45.274803934674296,-47.43510503480097,319966,-64.4649683907481,-62.44153341573764,84449,-79.83510645749665,-77.38226863012791,218777,-60.00440112630861,-59.74585539215404,16740,-45.222240482351125,-47.26160585609383,319996,-65.02865228596036,-63.075535526671075,89972,-79.60360801864229,-77.17956875249627,216098,-60.21886391638062,-60.1394060659259,13926,-45.50026868037202,-47.59244879479968,319966,-65.0293828143554,-63.02776988358881,88737,-79.71657530689873,-77.32854131100994,219119,-60.16827866836997,-60.015127234710874,12110,-45.36488068003367,-47.4594527521659
