ou_mean,ou_std,PV2_V_num_-200_0,PV2_V_mean_-200_0,PV2_V_median_-200_0,PV2_V_num_-200_-70,PV2_V_mean_-200_-70,PV2_V_median_-200_-70,PV2_V_num_-70_-50,PV2_V_mean_-70_-50,PV2_V_median_-70_-50,PV2_V_num_-50_0,PV2_V_mean_-50_0,PV2_V_median_-50_0,PV3_V_num_-200_0,PV3_V_mean_-200_0,PV3_V_median_-200_0,PV3_V_num_-200_-70,PV3_V_mean_-200_-70,PV3_V_median_-200_-70,PV3_V_num_-70_-50,PV3_V_mean_-70_-50,PV3_V_median_-70_-50,PV3_V_num_-50_0,PV3_V_mean_-50_0,PV3_V_median_-50_0,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0,PV5A_V_num_-200_0,PV5A_V_mean_-200_0,PV5A_V_median_-200_0,PV5A_V_num_-200_-70,PV5A_V_mean_-200_-70,PV5A_V_median_-200_-70,PV5A_V_num_-70_-50,PV5A_V_mean_-70_-50,PV5A_V_median_-70_-50,PV5A_V_num_-50_0,PV5A_V_mean_-50_0,PV5A_V_median_-50_0,PV5B_V_num_-200_0,PV5B_V_mean_-200_0,PV5B_V_median_-200_0,PV5B_V_num_-200_-70,PV5B_V_mean_-200_-70,PV5B_V_median_-200_-70,PV5B_V_num_-70_-50,PV5B_V_mean_-70_-50,PV5B_V_median_-70_-50,PV5B_V_num_-50_0,PV5B_V_mean_-50_0,PV5B_V_median_-50_0,PV6_V_num_-200_0,PV6_V_mean_-200_0,PV6_V_median_-200_0,PV6_V_num_-200_-70,PV6_V_mean_-200_-70,PV6_V_median_-200_-70,PV6_V_num_-70_-50,PV6_V_mean_-70_-50,PV6_V_median_-70_-50,PV6_V_num_-50_0,PV6_V_mean_-50_0,PV6_V_median_-50_0
0.006,0.0118421052631578,319957,-64.94596743622141,-62.65553659257821,92248,-80.92869304320418,-78.12682084185928,206351,-59.868194551508914,-59.624382960445814,21358,-44.97354683224947,-46.83258262634747,319988,-65.33445051076157,-62.950008569297395,94129,-81.08683721093055,-78.29379082294061,207888,-59.94295342384334,-59.77996227296576,17971,-45.194844406763615,-47.12733471091316,319937,-64.93553221941312,-62.74449935706029,89193,-80.82826110012238,-78.18427575355346,211943,-60.00898897147984,-59.87337531500462,18801,-45.076279442413345,-47.07865641997014,319968,-64.90184769506992,-62.63585947833732,90758,-80.90336447750175,-78.17249423926725,208530,-59.91484679272078,-59.63869324232059,20680,-44.963435607396775,-46.8029436951603,319975,-65.51654378798523,-63.32564462693279,96811,-80.63761511858094,-77.94911914879438,205989,-60.102360869670605,-59.996647607838675,17175,-45.21820833380207,-47.15033522396762,319952,-65.53137840910206,-63.280189703837294,95437,-80.76972830317428,-78.14354145619147,209479,-60.042001461261165,-59.871538856369,15036,-45.2870843692104,-47.333255282944634
0.024,0.0118421052631578,284260,-44.1594263478003,-46.12639535344175,311,-73.70766426294497,-72.60074527726708,72263,-54.04970049242492,-53.41221892972197,211686,-40.739784130059775,-44.18241338231381,284579,-44.22828466152212,-46.17967481223481,298,-74.26667291120265,-73.33348621526356,74112,-54.01128774439102,-53.35538085681006,210169,-40.735907744964564,-44.19304338108279,284305,-44.16767018236629,-46.10757183488824,352,-77.51216148067182,-74.98267095018277,72462,-54.02602500068001,-53.38500544063,211491,-40.73445851954538,-44.180641729094134,284224,-44.17522698366661,-46.13587823393913,235,-73.38424650106026,-72.51123742417175,73228,-54.034814436437664,-53.3710441040019,210761,-40.71698760551739,-44.1630090206625,284912,-44.28979716205246,-46.24900206386729,209,-73.88050687191901,-71.94956361959154,75677,-53.955065984259704,-53.23923223691477,209026,-40.76093947455168,-44.19467959006819,284653,-44.25528932622497,-46.215641264320894,287,-72.5777919667708,-72.10668662114584,74499,-54.00559558375163,-53.34707241298854,209867,-40.7553745033261,-44.229612897409766
0.02,0.015,298797,-47.73292879393929,-48.454034173008935,7028,-76.60191907724975,-74.52812803013529,118568,-55.80737903139993,-54.79400668939717,173201,-41.03399126201777,-44.08425451613326,299867,-47.969657205811565,-48.60920376714097,7166,-76.98694390794219,-74.75936742084642,121189,-55.91940329265989,-54.95414044478875,171512,-41.14004962717844,-44.22116268918243,298785,-47.66016389785562,-48.3987393992564,6310,-78.08572609863457,-75.27812419795555,117953,-55.8243908643831,-54.78126055834688,174522,-41.04219962475691,-44.14713769753008,298970,-47.72609415504065,-48.43824868246182,6670,-76.87792346577362,-75.0094235449526,118763,-55.85905876756636,-54.79418289338615,173537,-41.03969311215077,-44.08420859846563,300385,-47.98117277135751,-48.66207518618693,6664,-77.03995515756421,-74.81917300862986,122974,-55.918495712208816,-54.93266163446165,170747,-41.130498515587675,-44.187403619761966,299930,-47.99994388883747,-48.66425744752823,6903,-77.19966531356003,-75.15613111475746,122557,-55.92958455846678,-54.94293761452904,170470,-41.11662923791578,-44.205890127798654
0.002,0.0078947368421052,319996,-71.36842054624177,-69.82340420852935,157810,-79.66516886125336,-77.74757717741048,162015,-63.313844606120384,-63.771716608986075,171,-45.94309508890484,-47.83065032160224,319996,-71.62068764343364,-70.05600023768858,160716,-79.6854920090277,-77.66274655726767,159197,-63.49213030032923,-63.973243235938234,83,-46.305566310728196,-47.65132307873713,319996,-71.31273120441303,-69.8927232735681,158632,-79.29230657887442,-77.23601010585408,161247,-63.48038843746216,-63.92035020165279,117,-46.74669138365164,-49.02953066552641,319996,-71.32061691722768,-69.7631582361503,157125,-79.55434243720565,-77.57236899497752,162755,-63.38912823658425,-63.86065022758524,116,-46.88370218955636,-48.89387923986415,319996,-71.82477947360611,-70.44482291812233,165758,-79.50371061743577,-77.64731354762685,154202,-63.57563928084248,-64.09029910874638,36,-49.314986851865456,-49.445100588090966,319996,-71.78592697152081,-70.32076557905764,163983,-79.51582188849673,-77.45127879299167,155932,-63.6684756502614,-64.1137423006787,81,-49.55211531919101,-49.63723039986864
0.04,0.0007894736842105,261191,-38.08814827953511,-39.99490384150783,0,,,24104,-52.487786721276294,-52.75759441129335,237087,-36.6241756239288,-39.422959597174334,261220,-38.089377324196796,-39.99825387179153,0,,,24140,-52.484899411004,-52.76091439537596,237080,-36.62359403089693,-39.42461540933101,261168,-38.092093736787476,-39.99504207914059,0,,,24095,-52.49001039381292,-52.763072904890834,237073,-36.62875627595885,-39.4249210287542,261158,-38.094847732259915,-39.9972518358953,0,,,24121,-52.488823006444655,-52.76100877671014,237037,-36.63010983231766,-39.423216156757796,261227,-38.09529186662056,-40.00083406722837,0,,,24103,-52.489715927356926,-52.76601535179595,237124,-36.63213839781972,-39.43009958230101,261209,-38.09277108754193,-40.00120818297196,0,,,24153,-52.48526404623433,-52.75574321063457,237056,-36.62635858403518,-39.42657729643081
0.006,0.0055263157894736,319996,-61.92440757039706,-61.34826782749033,22385,-73.29175232914473,-72.44233209097156,297342,-61.08211299373713,-60.913214388737636,269,-47.023075186187484,-49.24483162080872,319996,-62.06117964766276,-61.45864533512817,23643,-73.24449474734698,-72.31558785148208,296244,-61.17431222647708,-61.006256680953186,109,-46.66699083939847,-48.79612060671073,319996,-61.931730362992866,-61.37866606426006,21365,-73.34090531905782,-72.31360775589143,298472,-61.122844272006645,-60.98230786077583,159,-47.2954184919839,-49.362308704654275,319996,-61.916962341695026,-61.33817287785884,22311,-73.22371977283551,-72.3175965430436,297487,-61.078330376427516,-60.9047703525607,198,-47.86162095462885,-49.3873826586707,319996,-62.165609096042296,-61.639979558126626,22811,-73.15248254234879,-72.27674232828858,297130,-61.32449608762204,-61.203546659599624,55,-49.408118336265424,-49.517724350032964,319996,-62.154235315076754,-61.5892502629128,22695,-73.22945726916466,-72.31113426447618,297176,-61.31376101480819,-61.15823058066364,125,-49.487262583750216,-49.53095567516136
0.002,0.001578947368421,319996,-68.70916129207005,-68.64450214142607,80690,-71.25905078678527,-70.98616698289905,239306,-67.84938099684733,-68.00775361719383,0,,,319996,-68.7680304300212,-68.69320525101921,82226,-71.2731340288272,-71.0058431901638,237770,-67.90171151461794,-68.06285631402892,0,,,319996,-68.7193041268096,-68.66018922874164,77888,-71.24591911304012,-70.98130316049287,242108,-67.90647271253361,-68.0821553946598,0,,,319996,-68.70898472521634,-68.63782441460226,79374,-71.25158483604012,-70.98459776869436,240622,-67.87025700623583,-68.00692449167798,0,,,319996,-68.81445070927425,-68.76164497254915,84426,-71.22502600234921,-70.95806065655117,235570,-67.95052393721859,-68.11902899827476,0,,,319996,-68.8162657630798,-68.73695891716702,83029,-71.24318586512068,-70.99248210225541,236967,-67.96591635091539,-68.12340260698669,0,,
0.04,0.0,261246,-38.081221306357534,-40.00242002281388,0,,,24236,-52.473690378036885,-52.74740871044122,237010,-36.60948644107244,-39.421482072351914,261236,-38.08269728644609,-40.00331143607296,0,,,24264,-52.47089504570329,-52.75103061885372,236972,-36.60946318946157,-39.421330755518454,261236,-38.082697542167864,-40.003302660147064,0,,,24263,-52.47102459305862,-52.748833255712995,236973,-36.60951714087421,-39.4212490862198,261236,-38.08269836673781,-40.002413859764324,0,,,24256,-52.471729356448684,-52.747102092003026,236980,-36.60991443692758,-39.42131900812818,261236,-38.08269836673781,-40.002413859764324,0,,,24256,-52.471729356448684,-52.747102092003026,236980,-36.60991443692758,-39.42131900812818,261236,-38.08269836673781,-40.002413859764324,0,,,24256,-52.471729356448684,-52.747102092003026,236980,-36.60991443692758,-39.42131900812818
0.03,0.0071052631578947,271089,-41.005720298299174,-43.31654477940991,0,,,27804,-53.46991907181168,-53.73695860930414,243285,-39.581240438469166,-42.71098422104895,271246,-41.012216906742346,-43.32660759115893,0,,,27936,-53.47981834998418,-53.75494183163987,243310,-39.580730679631216,-42.72736189557186,271251,-40.98916962527664,-43.294100191477504,0,,,27915,-53.45890977324153,-53.732654303530246,243336,-39.55866696134512,-42.68264995068934,271188,-40.98591567154397,-43.318711047803795,0,,,27697,-53.47827829706477,-53.767606707968255,243491,-39.56491461754587,-42.71729561229745,271437,-41.051544424866954,-43.37470022854546,0,,,27786,-53.4726110412943,-53.74212621387042,243651,-39.63504395081164,-42.76468971678947,271378,-41.06434768174747,-43.395482910796055,0,,,27747,-53.490584908349575,-53.76818478277239,243631,-39.64913038868325,-42.78274645036877
0.012,0.0,319996,-52.587292154095444,-52.58508290561558,0,,,319996,-52.587292154095444,-52.58508290561558,0,,,319996,-52.58729218475594,-52.585082920990985,0,,,319996,-52.58729218475594,-52.585082920990985,0,,,319996,-52.58729176622496,-52.58508252563623,0,,,319996,-52.58729176622496,-52.58508252563623,0,,,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,
0.02,0.0,283032,-44.082729197345394,-46.86982178978997,0,,,25212,-54.690282083237975,-55.17931771310959,257820,-43.04542556163395,-46.48449717391374,283033,-44.082628033474315,-46.86989695580289,0,,,25215,-54.689516951714964,-55.17851702411526,257818,-43.045257857329,-46.48426346354947,283046,-44.08054358391766,-46.8699072780029,0,,,25208,-54.69100185935746,-55.177060673921176,257838,-43.043192874529254,-46.484450360984376,283032,-44.08272906506685,-46.86982233732573,0,,,25212,-54.69028227232256,-55.17870738899175,257820,-43.04542539792959,-46.484522739947174,283032,-44.08272906506685,-46.86982233732573,0,,,25212,-54.69028227232256,-55.17870738899175,257820,-43.04542539792959,-46.484522739947174,283032,-44.08272906506685,-46.86982233732573,0,,,25212,-54.69028227232256,-55.17870738899175,257820,-43.04542539792959,-46.484522739947174
0.03,0.015,276252,-42.498951316852235,-44.43366290831591,383,-74.2999983419565,-73.16433982311794,59185,-54.271893342770355,-53.70430606043449,216684,-39.2270836440449,-42.52323501477531,277005,-42.621734167183014,-44.499422777598205,386,-74.36353170223944,-73.40367892948794,60109,-54.28719259203787,-53.708020919162934,216510,-39.32649896184317,-42.57802249089381,276446,-42.55030274562395,-44.44422576201684,528,-78.62696664553958,-75.7315091541605,58805,-54.268007930155264,-53.69845524054743,217113,-39.288830001405394,-42.55189673064634,276466,-42.54458619337824,-44.46145523857436,320,-74.70913698837755,-73.82205939900479,60051,-54.19686263954225,-53.65204465548659,216095,-39.258885417687026,-42.54932228535995,277119,-42.64569065757882,-44.58352927291681,344,-74.56693192522931,-73.86251543230932,60273,-54.25199251165658,-53.662558108110446,216502,-39.36383857932133,-42.666164241455824,276756,-42.60252395472213,-44.50218857649648,319,-74.79824172265842,-73.36794702025558,60177,-54.18588042548567,-53.627222473505185,216260,-39.33182166900536,-42.5895703776303
0.03,0.0063157894736842,270871,-40.93522694374491,-43.28478924478502,0,,,26912,-53.53716923867622,-53.841684130819075,243959,-39.545061091937065,-42.70631020208269,270832,-40.9664654503813,-43.29659996439333,0,,,27059,-53.535279378894266,-53.843815940473085,243773,-39.57131694709491,-42.73182746069563,270853,-40.93693084775043,-43.28068126979735,0,,,26903,-53.53919634722412,-53.83885763956929,243950,-39.54714298658076,-42.716661534334364,270804,-40.92371388667921,-43.271669597147685,0,,,26859,-53.534088394703986,-53.84006381597764,243945,-39.53527776824663,-42.70600343442492,271044,-40.99575031759122,-43.33791876597175,0,,,26889,-53.54476681979894,-53.877095853186795,244155,-39.613716344386226,-42.7579612449294,271047,-40.99304731083267,-43.34016596608632,0,,,26901,-53.55843290727931,-53.86324002627022,244146,-39.608541982340654,-42.77848064437092
0.014,0.0031578947368421,309740,-48.652612260691754,-50.47267296089878,0,,,178625,-52.16027478575517,-51.746763881997296,131115,-43.87393538512867,-48.21774917827043,310042,-48.632316437951886,-50.441064992963554,0,,,177189,-52.156481933511174,-51.756583082256135,132853,-43.93205855899805,-48.244606422576794,309857,-48.6206945287172,-50.408725812472525,0,,,176503,-52.13137316273359,-51.7024187240343,133354,-43.97407492270771,-48.28692259906665,309911,-48.63017018022445,-50.440557724451466,0,,,177827,-52.144720795750416,-51.71089646670416,132084,-43.898469199733704,-48.23164188238556,310513,-48.726848834353476,-50.495662645600866,0,,,180580,-52.1670906965876,-51.772418303922365,129933,-43.94562408404189,-48.26866080436762,310351,-48.70721043482304,-50.477301317626356,0,,,180025,-52.175751837460325,-51.777124945677066,130326,-43.91596259471606,-48.2602954241278
0.012,0.0126315789473684,316770,-54.97564957624234,-54.27173978087198,26317,-78.0216504273347,-75.78820442897813,196753,-57.5553913919692,-56.68797137788165,93700,-43.08585719771616,-45.25761333843012,317168,-55.2852152984432,-54.45088890113588,27787,-77.79753941843265,-75.55527030170647,201150,-57.48491422323393,-56.53091251384117,88231,-43.18040645524973,-45.306018158560974,317012,-54.94369114387821,-54.29735729165993,25540,-77.96113381237764,-75.40050359979475,199649,-57.429743018212875,-56.521180610863986,91823,-43.13615646942283,-45.30213778605363,316891,-54.906170411380536,-54.164340562653855,26189,-77.75615411932992,-75.39824006539818,196831,-57.456799853233214,-56.5819007437352,93871,-43.18304860595829,-45.37350102426674,317537,-55.41045437874112,-54.70594076800188,27222,-77.58068725836999,-75.3592161070161,203024,-57.656597710245094,-56.79705347117367,87291,-43.272443779887574,-45.357007993317055,317461,-55.2838020491418,-54.52990419023402,26397,-77.81511067261881,-75.49141329799389,202336,-57.6069303809476,-56.72776235161078,88728,-43.2829517214191,-45.29251174040779
0.008,0.0047368421052631,319996,-58.53891914614738,-58.20016456291861,1850,-71.79099625893033,-71.17448126209086,317185,-58.496792675139396,-58.18604588618679,961,-46.93178287977599,-49.153173630505414,319996,-58.6529127710597,-58.28663380133143,1806,-72.01072258018127,-71.56394680463083,317842,-58.58907512326594,-58.26670301746929,348,-47.635904537708754,-49.37532006839643,319996,-58.558250517626746,-58.2276769855476,1965,-72.4475399597566,-71.40577822093837,317330,-58.49529775517823,-58.2105978273659,701,-48.12222534501199,-49.50887902857019,319996,-58.536861240866884,-58.19217249890876,1645,-71.89812644273763,-71.44189554462409,317634,-58.4932405548104,-58.17844401322864,717,-47.2065010425222,-49.149379864247514,319996,-58.73457148088383,-58.42189448218891,1599,-72.01326797933659,-71.33887537822221,317962,-58.68135835721221,-58.40354694810533,435,-48.81989453340981,-49.634904329177964,319996,-58.728138869496505,-58.38490314029869,1774,-71.9594793487317,-71.35017677047989,317712,-58.67124587502464,-58.367665669144856,510,-48.146156613593085,-49.3724882056497
0.02,0.0031578947368421,284040,-44.19540213502871,-46.953161839784926,0,,,39064,-53.24887232111833,-52.42013423404032,244976,-42.7517310841935,-46.32131097348574,284055,-44.2264823654986,-46.98068521185193,0,,,39606,-53.21348035457856,-52.33915374286998,244449,-42.77039523748621,-46.33483625432039,284068,-44.216124902337434,-46.97395297257956,0,,,38847,-53.259072408899875,-52.405692232143444,245221,-42.78357474640695,-46.34666354739296,284020,-44.2059006098318,-46.95778656665095,0,,,39332,-53.22481962663651,-52.32924014688826,244688,-42.756168204609814,-46.3186694041719,284200,-44.25288613650989,-47.012885723646164,0,,,40458,-53.15165085073992,-52.17082408806684,243742,-42.77580700034004,-46.34821706945492,284242,-44.242611169854925,-47.000906180913006,0,,,40158,-53.16829790926092,-52.216494569318385,244084,-42.7741096372634,-46.35603564817963
0.026,0.015,283941,-44.18303385209328,-45.80415428530918,1302,-75.78721562831751,-73.80600546842665,77026,-54.75134239866618,-53.96092149411133,205613,-40.02384557712542,-43.36897891822225,284414,-44.28200512391724,-45.916662750190596,1379,-75.76899983932812,-73.8046303037604,78748,-54.720905709771394,-53.91065735620214,204287,-40.045499085611354,-43.361600466142995,284008,-44.204821749033805,-45.82082327581149,1454,-77.4516322056068,-74.299514201422,76891,-54.71311156003166,-54.00440186759384,205663,-40.041050072741555,-43.38055698492733,283895,-44.187599166200194,-45.80405515745861,1179,-75.53088302071984,-73.96907677953472,77483,-54.79240174275297,-53.99480262392655,205233,-40.00383900236925,-43.343007215105125,284981,-44.35996457261164,-45.98619299411216,1362,-75.75074565667681,-73.71690959228388,80294,-54.637674517885316,-53.81433545154741,203325,-40.090973124524574,-43.41721771947474,284635,-44.29299809890867,-45.91311753553976,1296,-75.5682540043077,-73.87388435874311,78834,-54.69570750521802,-53.93205121964638,204505,-40.0846906003615,-43.420872303665206
0.026,0.0086842105263157,277385,-42.54187774080829,-44.85798517481705,0,,,42066,-53.277636914592456,-52.99005997729637,235319,-40.62273629704723,-43.913929001856715,277577,-42.589310887626276,-44.92748664550617,0,,,41928,-53.29857990531213,-53.031112236410685,235649,-40.6838573046553,-43.96891254562696,277216,-42.51556018742535,-44.82166311803565,19,-71.65221433689116,-71.82222361727523,41220,-53.32259113818176,-53.047357687557884,235977,-40.6254632194199,-43.90549885121461,277404,-42.52181193930898,-44.85998009526637,0,,,41342,-53.274966205302675,-52.98255976995193,236062,-40.63859099030103,-43.92537845093807,277665,-42.6274004103046,-44.94224018745782,0,,,42780,-53.2599679209439,-52.93623361464327,234885,-40.69087301134277,-43.985377654855135,277659,-42.622792860564495,-44.95552055550896,0,,,42223,-53.268006022071546,-52.9541867942657,235436,-40.7136845028014,-44.004123570338336
0.018,0.0094736842105263,297627,-46.94329980622695,-48.760619739079544,318,-74.00640801537669,-73.25807986732181,121012,-54.15196402061965,-53.2877045476766,176297,-41.94638583535622,-45.70504291924623,298547,-47.10717927364601,-48.86521833028435,408,-73.90270051799085,-72.28838429991694,123536,-54.25479540738228,-53.44488886061434,174603,-41.98744777209712,-45.72671053799127,297581,-46.915589507692204,-48.71541187686462,481,-75.85195952589955,-73.89396715079812,119742,-54.170028718824305,-53.355459694524654,177358,-41.939329885920756,-45.76558480926343,297696,-46.9420573861017,-48.75031463332435,316,-72.49887185232237,-72.02375103698753,120145,-54.225472114900086,-53.33885621683365,177235,-41.9591712972208,-45.69774503122396,298687,-47.13746264616855,-48.93497966869576,446,-73.77943962783151,-72.89476826076745,124811,-54.18959781849188,-53.37857867986635,173430,-41.99379451074406,-45.78236496634479,298438,-47.11683546862813,-48.87742368862738,423,-73.23824015113404,-72.49961023823232,123559,-54.196292279011146,-53.37104453813209,174456,-42.039452299148046,-45.811714723879305
0.01,0.001578947368421,319996,-55.2587757513169,-55.23053872401371,0,,,319996,-55.2587757513169,-55.23053872401371,0,,,319996,-55.293688561648395,-55.25765185063713,0,,,319996,-55.293688561648395,-55.25765185063713,0,,,319996,-55.267054503832796,-55.24142231903196,0,,,319996,-55.267054503832796,-55.24142231903196,0,,,319996,-55.260096818012116,-55.226680557030555,0,,,319996,-55.260096818012116,-55.226680557030555,0,,,319996,-55.320518097166165,-55.29648229121747,0,,,319996,-55.320518097166165,-55.29648229121747,0,,,319996,-55.32209202199139,-55.2891536468208,0,,,319996,-55.32209202199139,-55.2891536468208,0,,
0.008,0.0071052631578947,319996,-59.19834818146518,-58.51360057501267,16774,-73.99842128051301,-72.96183307785091,293213,-58.80997790470811,-58.363637578772895,10009,-45.772310395007075,-48.319042582016074,319989,-59.38889314284663,-58.653611119911645,17610,-73.92869621005138,-72.79024265593202,294104,-58.891436949499656,-58.45257582049413,8275,-46.12701087996437,-48.58909380814972,319989,-59.236306317438164,-58.563825098947774,15924,-74.1245764414159,-72.79132485557366,295698,-58.80802407199845,-58.40169624592333,8367,-46.03699831669833,-48.540777020792845,319996,-59.19386045231774,-58.505404222694196,16394,-73.9757603969355,-72.87332265853127,293907,-58.79796613739451,-58.35477608608045,9695,-46.19970291998958,-48.59840084942664,319996,-59.493781288206485,-58.851112512804924,16597,-73.90551279880965,-72.8913468423186,295144,-59.05737218853224,-58.67080962263208,8255,-46.12152440544149,-48.589216803250494,319988,-59.504063654643936,-58.80588458938975,16975,-73.91600370707471,-72.80620476047105,296104,-58.99669931708072,-58.59087278864676,6909,-45.83926808651603,-48.357503369030134
0.014,0.0,307616,-48.35748470202435,-49.815579702778976,0,,,135830,-52.30665611513718,-51.68376758724133,171786,-45.23490222706645,-49.214216905103164,307600,-48.35813160361071,-49.81581101887434,0,,,135875,-52.307051160134165,-51.68320681411178,171725,-45.23360433767608,-49.21407081309494,307593,-48.3605166224387,-49.81648428614617,0,,,135944,-52.30677567591489,-51.68260035622815,171649,-45.23512561657343,-49.214042807372145,307604,-48.358363119330015,-49.8158247815196,0,,,135912,-52.30397330627304,-51.682029682385675,171692,-45.23500401274497,-49.21353067321154,307604,-48.358363119330015,-49.8158247815196,0,,,135912,-52.30397330627304,-51.682029682385675,171692,-45.23500401274497,-49.21353067321154,307604,-48.358363119330015,-49.8158247815196,0,,,135912,-52.30397330627304,-51.682029682385675,171692,-45.23500401274497,-49.21353067321154
0.014,0.0047368421052631,310588,-49.03361544571373,-50.72000736610498,0,,,182759,-52.87771979598074,-52.40268060935107,127829,-43.53764295941998,-47.64962462542834,310898,-49.06431358374462,-50.71025313647971,0,,,182824,-52.88473256776899,-52.40850730853599,128074,-43.610714255736816,-47.72451787656694,310696,-49.027408337773394,-50.69990828571618,5,-70.10034667040642,-70.10784079642588,183154,-52.83705260419417,-52.332098016656296,127537,-43.55560838431917,-47.726776204007216,310468,-48.98845286036978,-50.661863465244544,0,,,181202,-52.85189608230534,-52.361689496850175,129266,-43.572770169630004,-47.69555921260649,311600,-49.14650334477903,-50.798013039427474,0,,,187021,-52.876613943799065,-52.430221186086186,124579,-43.54677133264756,-47.6503533685603,311183,-49.095097220761836,-50.752555428149144,0,,,185208,-52.884184496558255,-52.42902907238548,125975,-43.524394492635636,-47.66539768428661
0.002,0.0142105263157894,319996,-75.89565814667677,-72.08403147572758,173759,-89.43434669140879,-85.76910345787122,136372,-60.84366260740585,-61.052671974526525,9865,-45.50556720266939,-47.23249506047638,319996,-76.3534449032364,-72.53548308737314,177508,-89.38220951751333,-85.4221339283437,134464,-60.971236948211086,-61.21916188478339,8024,-45.90021226533237,-47.631269821734584,319989,-75.73832112221771,-72.2429068187835,175649,-88.63809708434039,-84.67001758833173,135792,-60.94756687309947,-61.12151645945948,8548,-45.629916001181364,-47.402520461910655,319988,-75.75975141046274,-71.98947789912242,173156,-89.19328860693749,-85.33677787625034,137272,-60.90307972052679,-61.12140177131633,9560,-45.770992982440674,-47.513983307947214,319996,-76.7025937868188,-73.26935314059968,182393,-89.1544248071829,-85.58585678538144,129567,-61.091559973383966,-61.37861090916292,8036,-45.78522230947206,-47.48000589380345,319996,-76.60850765971428,-73.06693798961078,181200,-89.09741749015542,-85.18132550850207,131931,-61.076301019209836,-61.2837186438317,6865,-45.463437450312554,-47.13348404325596
0.012,0.0039473684210526,319122,-52.15302816145185,-52.64133569433382,0,,,268786,-53.456904221548704,-53.171076115951564,50336,-45.19054344496276,-48.520145210080805,319184,-52.3014847730637,-52.735831805271076,0,,,272923,-53.51019794460827,-53.213579473501184,46261,-45.17051862625637,-48.5255497824875,319185,-52.2163409349789,-52.68046415825095,0,,,272289,-53.43671963983924,-53.14836639434345,46896,-45.130540500662114,-48.4900111438575,319098,-52.165291646089536,-52.666236078236466,0,,,270093,-53.45956644778034,-53.16852973250488,49005,-45.031844773054715,-48.45990076115519,319388,-52.36606168463954,-52.805127789164644,0,,,274426,-53.53194006302132,-53.253566637688294,44962,-45.250111774364406,-48.54235694248248,319249,-52.39584968493567,-52.79463275949482,0,,,275964,-53.51375498015111,-53.23260054502936,43285,-45.26863201394489,-48.593347142797626
0.008,0.0118421052631578,319749,-61.12671640632857,-59.35404079308107,61550,-79.24986484162545,-76.60729403992545,220076,-58.963386001565645,-58.45524943900183,38123,-44.35514323438721,-46.22288828768772,319749,-61.43458009033599,-59.5958989848438,62390,-79.42805695055728,-77.01124155781882,221642,-59.08187323308155,-58.61462537125108,35717,-44.60353694411389,-46.58412664368632,319794,-61.143818717130756,-59.445396987832225,59099,-79.26840393693843,-76.73478674861266,225146,-59.00936611553759,-58.576751064676216,35549,-44.53065388922788,-46.40142353152519,319764,-61.10326298832608,-59.35218101651194,60107,-79.31949993030481,-76.92814860295638,222020,-59.001759480915624,-58.504340142639776,37637,-44.40832064020456,-46.2358886960971,319838,-61.644829796662094,-59.983344741882206,63804,-79.07825712113856,-76.70365221282236,222344,-59.23255180231332,-58.82458523576892,33690,-44.548752069282706,-46.4138933046372,319735,-61.603616180832454,-59.854123919098896,63055,-79.11780431076271,-76.57346431886643,223854,-59.14461100388992,-58.712871817206604,32826,-44.72982748731318,-46.86190967416815
0.036,0.0055263157894736,264793,-39.211465355850436,-41.32324417903132,0,,,25489,-52.972014241427814,-53.230143977613096,239304,-37.74578726210991,-40.75190744689857,264899,-39.22630960786206,-41.35032831426918,0,,,25407,-52.97201903829563,-53.231355670865305,239492,-37.76806783152286,-40.7721487415876,264837,-39.21377896134862,-41.32940801407713,0,,,25503,-52.97701057308503,-53.23256951179826,239334,-37.74719378835143,-40.75232568818463,264871,-39.20756906924566,-41.31862488648041,0,,,25363,-52.966066993628225,-53.2218516814126,239508,-37.750595678560934,-40.75068475276731,265027,-39.25367168444581,-41.38068376008942,0,,,25450,-52.9871382731468,-53.246651315252805,239577,-37.79478070291404,-40.80615710470882,265018,-39.25224606608901,-41.3783168198644,0,,,25329,-52.9690690431557,-53.233813406735564,239689,-37.80272852800373,-40.80997339858814
