ou_mean,ou_std,PV4_r,PV4_cv
0.028,0.0078947368421052,154.72177419354838,0.1194534056467904
0.022,0.0142105263157894,102.11693548387096,0.8312921288259523
0.006,0.0126315789473684,0.2110215053763441,1.3424887230212288
0.02,0.001578947368421,132.68413978494624,0.04251062597259514
0.008,0.0110526315789473,0.6586021505376344,1.1320675159643039
0.04,0.0007894736842105,179.84408602150538,0.006476719104360124
0.04,0.0142105263157894,191.92607526881721,0.24793949545522784
0.032,0.0142105263157894,160.54166666666666,0.2771716462383987
0.004,0.0118421052631578,0.016129032258064516,
0.006,0.0047368421052631,0.0,
0.02,0.0063157894736842,123.01478494623656,0.26924242136209176
0.004,0.0047368421052631,0.0,
0.012,0.0094736842105263,10.598118279569892,1.445621519983528
0.016,0.0055263157894736,78.12903225806451,0.7503646903149012
0.012,0.0142105263157894,11.821236559139784,1.521870895447391
0.012,0.0078947368421052,9.49731182795699,1.408923518709083
0.022,0.001578947368421,141.71236559139786,0.03224912638554769
0.01,0.0102631578947368,2.889784946236559,1.3374211949856711
0.008,0.0063157894736842,0.01478494623655914,
0.014,0.0031578947368421,40.92204301075269,0.99326438517003
0.008,0.0071052631578947,0.036290322580645164,
0.018,0.0078947368421052,94.63440860215054,0.6890425313861738
0.04,0.0110526315789473,190.08333333333334,0.19552619777006583
0.012,0.0023684210526315,0.28897849462365593,0.9560206826656071
0.026,0.0055263157894736,151.90725806451613,0.08732229326005791
0.034,0.0142105263157894,168.44086021505376,0.255222949565434
0.018,0.0,121.5,0.0033504043001187206
0.01,0.0078947368421052,1.4233870967741935,1.1636511177184399
0.04,0.0126315789473684,191.31182795698925,0.22192131718177768
0.02,0.0007894736842105,133.122311827957,0.020971128312907386
0.038,0.0126315789473684,183.61693548387098,0.21363763197667943
0.002,0.0,0.0,
0.038,0.0078947368421052,179.58736559139786,0.11725405166813373
0.01,0.0055263157894736,0.24193548387096775,1.1676942421177172
0.026,0.001578947368421,154.78091397849462,0.02134401463885874
0.004,0.0126315789473684,0.036290322580645164,
0.002,0.0071052631578947,0.0,
0.036,0.0134210526315789,176.2016129032258,0.226087462689435
0.03,0.015,150.48924731182797,0.3634886569047371
0.032,0.0118421052631578,162.4731182795699,0.19205161106795407
0.022,0.0031578947368421,140.47177419354838,0.06922304357750064
0.038,0.0,177.002688172043,0.0020968933078203775
0.004,0.0110526315789473,0.009408602150537635,
0.018,0.0047368421052631,112.13978494623656,0.28070504567303006
0.02,0.0086842105263157,112.60215053763442,0.5068061581281151
0.014,0.0102631578947368,28.162634408602152,1.418851726355943
0.026,0.0,155.0,0.002356089894226589
0.04,0.0134210526315789,191.74462365591398,0.23503320795742477
0.038,0.0094736842105263,181.38172043010752,0.15140655027273697
0.016,0.0007894736842105,103.39650537634408,0.051176626335192744
0.01,0.0134210526315789,4.40994623655914,1.4169393092497802
0.028,0.0039473684210526,158.7284946236559,0.04751602548937449
0.024,0.0023684210526315,148.4986559139785,0.03928628081697994
0.016,0.0,103.875,0.0036930455891409607
0.036,0.0078947368421052,174.09543010752688,0.10029898913958261
0.03,0.0094736842105263,158.2755376344086,0.13743824166245186
0.036,0.0126315789473684,176.19489247311827,0.20770265930336587
0.03,0.0023684210526315,163.83064516129033,0.023565378479202943
0.03,0.001578947368421,164.02956989247312,0.015734068836370803
0.018,0.0055263157894736,108.47983870967742,0.375828763867843
0.04,0.0039473684210526,180.36290322580646,0.04022926477282754
0.034,0.0063157894736842,169.5255376344086,0.059501825400113825
0.022,0.0007894736842105,142.01478494623655,0.016073657656099374
0.04,0.0094736842105263,188.34543010752688,0.1683200925684921
0.014,0.0007894736842105,50.255376344086024,0.46972637047755716
0.02,0.0110526315789473,99.49193548387096,0.7612956054296542
0.04,0.0031578947368421,179.91129032258064,0.02478066856810827
0.034,0.015,167.9220430107527,0.2825745743149602
0.036,0.015,175.88037634408602,0.2667911274376179
0.008,0.001578947368421,0.0,
0.04,0.0023684210526315,179.79301075268816,0.016452580495533126
0.03,0.0063157894736842,161.5497311827957,0.07152850176628626
0.01,0.0063157894736842,0.5295698924731183,1.060325887035987
0.02,0.0102631578947368,103.95430107526882,0.67761411017082
0.03,0.0134210526315789,153.372311827957,0.2815156014155627
0.038,0.0031578947368421,176.69489247311827,0.021931687670444223
0.008,0.0142105263157894,1.5483870967741935,1.2248194405925146
