ou_mean,ou_std,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0
0.008,0.0110526315789473,319790,-60.70202297707066,-59.17231509863943,54445,-78.29743751094075,-75.97035733027113,231165,-58.95786946290706,-58.44992406326498,34180,-44.47045196493141,-46.45911304512822
0.04,0.0007894736842105,261199,-38.08919643813923,-39.99664879656905,0,,,24073,-52.49070984362856,-52.76182453879839,237126,-36.62715671153672,-39.42365083063878
0.04,0.0142105263157894,260941,-39.813017189404746,-41.87390571393762,0,,,42958,-54.0961160548244,-53.63337358933238,217983,-36.99824098639489,-40.29451489845777
0.032,0.0142105263157894,272537,-41.63295348797571,-43.65184952692116,132,-73.0896315288673,-72.8559774967984,49461,-53.89708385398988,-53.47507143258725,222944,-38.893483336122216,-42.114087446194254
0.004,0.0118421052631578,319996,-69.2689895033658,-66.55188839262378,129322,-83.0266662088958,-80.13907840846588,181022,-60.702894004835905,-60.764134020142365,9652,-45.5932199656877,-47.57400153347906
0.006,0.0047368421052631,319996,-61.65882618345512,-61.23464418647996,13033,-72.48371345113237,-71.82057407758731,306914,-61.20114389719128,-61.014357274675454,49,-49.17608019851859,-49.23593745659402
0.02,0.0063157894736842,286657,-44.74636256984575,-47.24091691248387,0,,,67409,-52.89833867417525,-52.139254326097536,219248,-42.2399928094979,-45.95367935845452
0.004,0.0047368421052631,319996,-65.26410234768389,-64.75269045749678,54569,-73.44056578166038,-72.55401329199661,265427,-63.583107448413394,-63.68040848517979,0,,
0.012,0.0094736842105263,317001,-53.41173727624603,-53.5971484043121,8608,-74.67068026914174,-73.2676887284296,220243,-56.566215279747034,-55.6933337850306,88150,-43.454293371448344,-46.197749257186274
0.016,0.0055263157894736,300090,-47.227261496137885,-49.4459217546195,0,,,131474,-52.820593613768445,-52.19855284363548,168616,-42.866004279543006,-47.08187527529241
0.012,0.0142105263157894,316683,-55.881561146165495,-54.594563454759786,36808,-79.71796544658909,-77.00539268725899,183729,-57.869055540642144,-57.04226846273409,96146,-42.95818703707314,-44.83603906089864
0.012,0.0078947368421052,317292,-52.83914623527407,-53.2843314990855,2861,-73.29469000403891,-72.37886493356815,231628,-55.824799604989984,-55.015002283417985,82803,-43.78048616929825,-46.867505448815706
0.022,0.001578947368421,279832,-43.270809620910676,-46.04233537062306,0,,,26061,-54.432734239349806,-54.887996873241676,253771,-42.12453633719762,-45.61029110853093
0.01,0.0102631578947368,319136,-56.94819595774004,-56.22470259596533,25131,-76.37553666378986,-74.68685651096068,238428,-57.88979878879985,-57.16510887330409,55577,-44.123952492139715,-46.42802158197336
0.008,0.0063157894736842,319996,-58.98030280627321,-58.40775812797001,10441,-73.1850261586768,-72.30896676350784,303860,-58.724598973879665,-58.312396688906524,5695,-46.58111930998786,-48.912369617247535
0.014,0.0031578947368421,309740,-48.65260992848308,-50.47266004581549,0,,,178624,-52.160287467419764,-51.746760953482564,131116,-43.87397579752252,-48.21775087633565
0.008,0.0071052631578947,319996,-59.198348203926244,-58.51360058209789,16774,-73.9984212519342,-72.96183307779424,293213,-58.80997792742443,-58.363637578772895,10009,-45.772310495528195,-48.319042582016074
0.018,0.0078947368421052,295104,-46.363962431432824,-48.50256161784193,68,-71.23730354769496,-71.13825969492225,109313,-53.44066320695885,-52.66225319845072,185723,-42.18964487748967,-46.116479727168645
0.04,0.0110526315789473,260246,-39.167096542885055,-41.18121043138878,0,,,35486,-53.74194634089681,-53.440939498324745,224760,-36.86596146577061,-40.043109014230346
0.012,0.0023684210526315,319898,-52.45806864354752,-52.57280220878765,0,,,303261,-52.76903451557108,-52.6745447084393,16637,-46.78974975698524,-49.32645592627366
0.026,0.0055263157894736,275319,-42.12945015871291,-44.631494654130734,0,,,29267,-53.697534521384064,-53.97815872085679,246052,-40.75346815067277,-44.053712278019304
0.034,0.0142105263157894,269363,-41.06964778690285,-43.15616840111767,45,-71.62016830951575,-71.3301629734579,45954,-53.93805701351738,-53.54361647950934,223364,-38.415998805762825,-41.668425881237326
0.018,0.0,287576,-44.98302231111197,-47.76274681176211,0,,,50268,-52.43288314989722,-50.20381913646385,237308,-43.40494822745672,-47.08037996809423
0.01,0.0078947368421052,319530,-56.084748532760685,-55.79691633466895,9284,-73.8759303638567,-72.73201750898015,269761,-57.1998598354496,-56.515470258593744,40485,-44.57463683103011,-47.296530207257575
0.04,0.0126315789473684,260572,-39.476955221234554,-41.529707778754464,0,,,39377,-53.93394025503896,-53.55122259773619,221195,-36.90333149702689,-40.17286716365431
0.02,0.0007894736842105,283259,-44.05492574653013,-46.86732184712404,0,,,25273,-54.682422590417936,-55.16291171778688,257986,-43.01382767246574,-46.48557777688434
0.038,0.0126315789473684,263152,-39.848143436581616,-41.93376540581436,0,,,38439,-53.868964293672505,-53.55090620929413,224713,-37.449767139145706,-40.66014827751634
0.002,0.0,319996,-68.62849457772579,-68.62850591128296,0,,,319996,-68.62849457772579,-68.62850591128296,0,,
0.038,0.0078947368421052,262719,-38.975272878736284,-41.04208863348221,0,,,28228,-53.18245881905159,-53.1993405274804,234491,-37.26501344565262,-40.30761932012047
0.01,0.0055263157894736,319898,-55.66329146985664,-55.4977112534532,739,-72.05907373975931,-71.32624029786221,299885,-56.263363228896345,-55.79343090135869,19274,-45.698105075902184,-48.510616574107004
0.026,0.001578947368421,274120,-41.9183334566177,-44.534316667730145,0,,,26702,-53.98638624092764,-54.382843532323136,247418,-40.61591752306943,-44.03927719366601
0.004,0.0126315789473684,319990,-69.83827852928839,-66.82094521512334,133581,-84.19297620262681,-81.06009643956354,174369,-60.519272991175995,-60.543866600627545,12040,-45.53851164996077,-47.42014514571113
0.002,0.0071052631578947,319996,-70.8813417188917,-69.59463902234833,154474,-78.49647762730551,-76.79373776408562,165432,-63.78386044575316,-64.23920766769005,90,-46.54820462492702,-48.299265063310315
0.036,0.0134210526315789,266185,-40.392188898992714,-42.517453097973416,0,,,40994,-53.87870793580897,-53.55454654974135,225191,-37.937089177444136,-41.17608778954898
0.03,0.015,276253,-42.49867586535361,-44.43394462598798,383,-74.29999597900583,-73.16433982311794,59182,-54.27180495376189,-53.703847297306666,216688,-39.22698001088218,-42.523502505817916
0.032,0.0118421052631578,271012,-41.068622895566676,-43.2389078992004,0,,,38402,-53.5564943900337,-53.39387266921617,232610,-39.006977905538214,-42.15975970583293
0.022,0.0031578947368421,280251,-43.35943856425115,-46.08724365001288,0,,,29155,-53.99823816142655,-54.31970106641501,251096,-42.124157228604034,-45.59032986051542
0.038,0.0,262936,-38.598197422906935,-40.624259932897615,0,,,24656,-52.69136277853583,-53.00485728155634,238280,-37.13990849807738,-40.06207501253211
0.004,0.0110526315789473,319996,-68.7564720765361,-66.31454525553812,124886,-81.85934141079498,-79.18081552749211,188281,-60.892957056871474,-60.98902695313657,6829,-45.939885715315675,-48.04719735783363
0.018,0.0047368421052631,290356,-45.52760637865836,-48.10684892333768,0,,,79981,-52.51272603000698,-51.659279233347576,210375,-42.8719825885953,-46.77565265671578
0.02,0.0086842105263157,289804,-45.3772862479216,-47.57066530005293,96,-71.05177295146352,-70.8039273990662,88573,-53.48927532387264,-52.77666727155899,201135,-41.79278847703264,-45.542763585457564
0.014,0.0102631578947368,312805,-51.168114210806415,-51.8213089817894,5585,-74.7288668891566,-73.3227388160569,186167,-55.94016138628707,-54.974011624580555,121053,-42.74218085742987,-45.74952648622574
0.026,0.0,274124,-41.89801189611271,-44.52468877398159,0,,,26700,-53.990203956240904,-54.424622247790616,247424,-40.59312017984664,-44.03533100985832
0.04,0.0134210526315789,260745,-39.644816324637254,-41.69197645330062,0,,,41340,-54.02330296194457,-53.58926177330872,219405,-36.93564088384838,-40.214220935082565
0.038,0.0094736842105263,262670,-39.23171439015697,-41.30513044317928,0,,,30960,-53.45652443588147,-53.348717247067476,231710,-37.331062199851715,-40.43225421995385
0.016,0.0007894736842105,293473,-46.20405297371091,-48.77216022864204,0,,,95104,-51.840377931123015,-50.99386286944005,198369,-43.501831110669215,-47.68956226681987
0.01,0.0134210526315789,318608,-58.49015065350966,-56.82717829950274,49933,-79.86239052550543,-77.00206496993914,199194,-58.31996466589638,-57.61901392042198,69481,-43.61874658748119,-45.39610659898071
0.028,0.0039473684210526,272253,-41.39103619620598,-43.88559565093885,0,,,26594,-53.77947930582234,-54.16164439718368,245659,-40.04991596019942,-43.35694126498209
0.024,0.0023684210526315,276925,-42.591954025616694,-45.280360767189165,0,,,26374,-54.21526861356207,-54.63875610951291,250551,-41.368437460356624,-44.80813169162049
0.016,0.0,293364,-46.18438678503518,-48.746567761600176,0,,,94740,-51.82097317939273,-51.03057245281182,198624,-43.49583859850466,-47.69334902990411
0.036,0.0078947368421052,264872,-39.41562531833053,-41.53910068874058,0,,,27376,-53.208511870146765,-53.321960132745986,237496,-37.82572880536811,-40.86903296685649
0.03,0.0094736842105263,272388,-41.26517510087824,-43.51179948507528,0,,,33183,-53.331357496936654,-53.35835163673345,239205,-39.59132994526525,-42.71301092969361
0.036,0.0126315789473684,265776,-40.22473043284038,-42.35389630520581,0,,,38487,-53.76821983059626,-53.50117323907874,227289,-37.931402218754215,-41.145404736189235
0.03,0.0023684210526315,269720,-40.76615772841854,-43.181829018095996,0,,,26508,-53.57290853941302,-53.94175982701208,243212,-39.37033289042599,-42.645589793945575
0.03,0.001578947368421,269661,-40.75247617572333,-43.173851975054966,0,,,26562,-53.56743936094236,-53.953559062113484,243099,-39.352260411257866,-42.63766251162495
0.018,0.0055263157894736,291586,-45.73206041605299,-48.21392981643173,0,,,88353,-52.67771073936508,-51.91293343077564,203233,-42.71252597521123,-46.649864386680825
0.04,0.0039473684210526,261038,-38.10254856493069,-40.014624007939176,0,,,24474,-52.53300019786232,-52.77659870185033,236564,-36.609629637011125,-39.43684275307206
0.034,0.0063157894736842,266829,-39.7815854811737,-41.97012735852755,0,,,25829,-53.18548944714938,-53.450878818142655,241000,-38.345031806745546,-41.39338374803998
0.022,0.0007894736842105,279749,-43.25754718074016,-46.03339133966576,0,,,26049,-54.438802498497594,-54.881181401475764,253700,-42.10949625534692,-45.60629410744838
0.04,0.0094736842105263,260056,-38.87401784844907,-40.89011969225204,0,,,32489,-53.507806559017006,-53.3008722213163,227567,-36.78479945818316,-39.91192531593723
0.014,0.0007894736842105,307853,-48.35503266524421,-49.92746423920606,0,,,146788,-51.96652055240522,-51.31333500939876,161065,-45.06367151303491,-49.116095096562105
0.02,0.0110526315789473,293458,-46.13911409453484,-47.87911905034022,672,-74.24505326107084,-73.2884117242973,104699,-54.41868900315615,-53.56967912324891,188087,-41.429855057612265,-45.007564913047254
0.04,0.0031578947368421,261155,-38.083626818747895,-39.98715763855638,0,,,24258,-52.49980200769348,-52.75976783699202,236897,-36.607425863339245,-39.423605475352375
0.034,0.015,269963,-41.25215670726834,-43.30893131158008,144,-73.85302574151817,-73.95422462018286,49010,-54.013399539532706,-53.563042713813644,220809,-38.3984549272222,-41.6502757386575
0.036,0.015,266989,-40.747496622484846,-42.84252492213476,56,-71.36071424608772,-71.15514411372605,46476,-54.11914057610163,-53.664591086192075,220457,-37.92075551390033,-41.212774488961124
0.008,0.001578947368421,319996,-58.000320391737056,-57.963846829439206,0,,,319996,-58.000320391737056,-57.963846829439206,0,,
0.04,0.0023684210526315,261181,-38.08715428564005,-39.992147603899845,0,,,24225,-52.483592707170445,-52.745142881997566,236956,-36.61534635183978,-39.41820575010447
0.03,0.0063157894736842,270865,-40.9361862355773,-43.285109053089926,0,,,26900,-53.53903966504789,-53.84351931047801,243965,-39.546573966388024,-42.70678219354952
0.01,0.0063157894736842,319833,-55.72815131625409,-55.564611913812975,2341,-72.560019032215,-71.7426259091014,290205,-56.59009481292854,-56.0204512890528,27287,-45.117101557194154,-47.996865453358495
0.02,0.0102631578947368,292160,-45.869647102619865,-47.78364381013687,357,-73.39586767835564,-72.36552684406816,99961,-54.073563591404586,-53.276472745430084,191842,-41.54369889064882,-45.21035728005773
0.03,0.0134210526315789,275208,-42.13726737144827,-44.187615915396314,140,-73.11756747494687,-73.24025394030227,52295,-53.85478576596509,-53.41919253148881,222773,-39.36716118059146,-42.62259631808052
0.038,0.0031578947368421,262948,-38.61592275340479,-40.63717041736295,0,,,24621,-52.70671515311874,-52.986430868308986,238327,-37.160236240028816,-40.07212394151552
0.008,0.0142105263157894,319504,-62.52212591122838,-59.93631329842642,79907,-82.29367557710259,-79.05885950352287,190610,-58.980740460268805,-58.46788362964071,48987,-44.050659229382,-45.58198625997307
0.01,0.0039473684210526,319996,-55.508321479952116,-55.36599064417028,0,,,315248,-55.641200027969624,-55.41821974821695,4748,-46.68572322691383,-49.161672618540806
0.01,0.0142105263157894,318439,-58.956302486985244,-56.98960007094955,55736,-80.86708003925213,-77.78809322343727,190443,-58.40898347980888,-57.708470107274124,72260,-43.49842781262235,-45.22417024477292
0.034,0.0031578947368421,266253,-39.68230907476385,-41.91060841500751,0,,,25666,-53.14298517833334,-53.47477915812908,240587,-38.24631414206083,-41.356645437940095
0.034,0.0102631578947368,267705,-40.24635520409471,-42.42160219679011,0,,,31700,-53.4402643443151,-53.43794901745662,236005,-38.474160039818585,-41.57944184410308
0.036,0.0063157894736842,264895,-39.2559598707511,-41.36388279941851,0,,,25765,-53.02150777861671,-53.24630026975227,239130,-37.77279447182098,-40.77370639314718
0.01,0.001578947368421,319996,-55.25877575560441,-55.230538728041935,0,,,319996,-55.25877575560441,-55.230538728041935,0,,
0.004,0.0071052631578947,319996,-66.3475916954198,-65.21968544768472,90771,-76.36232937695291,-74.80353191731636,228849,-62.40714112496051,-62.590731905656625,376,-46.987002622533836,-49.19178016273699
0.012,0.0118421052631578,316768,-54.53936433120941,-54.092597782894956,21516,-77.12707121061146,-75.16953566654902,202381,-57.362447865560604,-56.49444215228921,92871,-43.154372568627515,-45.44914680675775
0.026,0.0078947368421052,276795,-42.4151766646791,-44.777083739080275,0,,,37904,-53.306620505626476,-53.112552511823694,238891,-40.687069338127394,-43.957010106799075
0.014,0.0023684210526315,309249,-48.47567356033111,-50.287817532693964,0,,,172079,-51.87539070154168,-51.436479640655385,137170,-44.21074736697703,-48.527991771949075
