ou_mean,ou_std,IT2_V_num_-200_0,IT2_V_mean_-200_0,IT2_V_median_-200_0,IT2_V_num_-200_-70,IT2_V_mean_-200_-70,IT2_V_median_-200_-70,IT2_V_num_-70_-50,IT2_V_mean_-70_-50,IT2_V_median_-70_-50,IT2_V_num_-50_0,IT2_V_mean_-50_0,IT2_V_median_-50_0,IT3_V_num_-200_0,IT3_V_mean_-200_0,IT3_V_median_-200_0,IT3_V_num_-200_-70,IT3_V_mean_-200_-70,IT3_V_median_-200_-70,IT3_V_num_-70_-50,IT3_V_mean_-70_-50,IT3_V_median_-70_-50,IT3_V_num_-50_0,IT3_V_mean_-50_0,IT3_V_median_-50_0
-0.0044736842105263,0.0147368421052631,319938,-93.40029674977687,-93.3382123219314,311961,-94.12332097954747,-93.70363954812319,7798,-65.81906895124604,-66.89419058883308,179,-34.86986451219487,-40.034798667107765,319996,-92.9482086710164,-92.96441482329817,316933,-93.19958193124272,-93.07997721175629,3063,-66.93825715834741,-67.79504476304265,0,,
-0.0081578947368421,0.0010526315789473,319996,-100.74915809505569,-100.74195299863024,319996,-100.74915809505569,-100.74195299863024,0,,,0,,,319996,-98.76630194056636,-98.76497244676261,319996,-98.76630194056636,-98.76497244676261,0,,,0,,
0.0047368421052631,0.0126315789473684,319087,-76.46611265619407,-76.5602874716682,236333,-81.08292736363687,-80.06069386148852,79459,-64.41328329077632,-65.40444103355615,3295,-35.980558268532256,-41.574476794037196,319737,-77.06291297914646,-77.09589737796938,254427,-80.20498861733425,-79.36580374105716,64251,-65.29074399602285,-66.31962229350505,1059,-36.40639828364499,-42.01587811383425
-0.0063157894736842,0.0010526315789473,319996,-97.66138286598783,-97.6547126423103,319996,-97.66138286598783,-97.6547126423103,0,,,0,,,319996,-96.09202005203461,-96.09081806440568,319996,-96.09202005203461,-96.09081806440568,0,,,0,,
-0.0063157894736842,0.0094736842105263,319996,-97.09683171975911,-97.0525453055127,319942,-97.10175800966141,-97.0540073778813,54,-67.90929386946789,-68.388944060516,0,,,319996,-95.97155284673566,-95.97585409683569,319996,-95.97155284673566,-95.97585409683569,0,,,0,,
0.0139473684210526,0.0178947368421052,314902,-68.06600063623843,-68.90789304989127,146083,-78.8795540769253,-77.41312644245784,145906,-62.13302984415333,-62.81549292157415,22913,-36.90376562179706,-42.1910512587077,316105,-68.36485775937356,-69.45669781267897,151509,-77.80121988545959,-76.49616138817129,146226,-62.477475344501904,-63.339434839286504,18370,-37.40103585604547,-42.691817493125825
0.0231578947368421,0.0010526315789473,312303,-57.450415796724215,-60.08726906229484,0,,,281664,-59.7149379897307,-60.67743334939227,30639,-36.632687444918176,-42.14758353935471,313769,-57.79289185572941,-60.234162611077856,0,,,284615,-59.84357733827541,-60.81046437121988,29154,-37.77313989665603,-43.332435596263586
0.0121052631578947,0.0063157894736842,317128,-64.98984994103361,-65.88224427198,83419,-73.55718271191205,-72.92967936961375,222948,-63.171829788945246,-63.84990719431954,10761,-36.24211501434339,-41.743146736275094,318360,-65.10479300187642,-65.37481086860682,74800,-73.30108194810596,-72.85776056422861,236694,-63.331254557169636,-63.80321288439315,6866,-36.952083338820096,-42.549014787590174
0.0231578947368421,0.0094736842105263,311899,-59.00570931334616,-60.74266937260089,20988,-72.4328710454497,-71.85838834047411,256422,-60.86154244336691,-61.10956021826213,34489,-37.03680000024445,-42.689307373390115,313421,-59.130007890316385,-60.71558646687532,18513,-72.3335969852705,-71.76595418771782,261799,-60.85251545526819,-61.09457647372094,33109,-38.12699351622775,-43.70632641832354
-0.0063157894736842,0.0073684210526315,319996,-97.27829905743641,-97.24100079870675,319996,-97.27829905743641,-97.24100079870675,0,,,0,,,319996,-96.03465329341208,-96.03448904033925,319996,-96.03465329341208,-96.03448904033925,0,,,0,,
