ou_mean,ou_std,IRE_r,IRE_cv,IREM_r,IREM_cv,TI_r,TI_cv,TIM_r,TIM_cv
-0.0026315789473684,0.0142105263157894,87.78467741935484,2.803163773260619,87.65403225806452,2.794241518342958,11.056372549019608,1.78287023587774,10.950980392156863,1.7748817349617834
-0.0152631578947368,0.0071052631578947,0.0,,0.0,,0.0,,0.0,
0.0052631578947368,0.0031578947368421,76.94032258064516,0.3165072709242585,77.0,0.31786949530706504,32.76470588235294,0.677395247520987,32.8235294117647,0.6803416453330482
0.0084210526315789,0.0118421052631578,120.24354838709678,0.7661382539101556,120.34032258064516,0.7655055224184676,45.181372549019606,0.9718156404963406,45.28431372549019,0.9770186787272385
-0.0168421052631578,0.0063157894736842,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0134210526315789,4.855645161290322,3.97236238197048,5.049193548387096,4.155122005194205,0.024509803921568627,,0.022058823529411766,
0.0052631578947368,0.0110526315789473,99.26693548387097,0.9540802810107809,99.29435483870968,0.9555249959910872,36.2328431372549,1.0475725797155773,36.34313725490196,1.0357433319012563
-0.0089473684210526,0.0023684210526315,0.0,,0.0,,0.0,,0.0,
-0.0152631578947368,0.0,0.0,,0.0,,0.0,,0.0,
-0.0089473684210526,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
-0.0042105263157894,0.0118421052631578,59.47258064516129,3.652449609460979,59.74677419354839,3.666629531043289,3.8186274509803924,1.746198792183251,3.803921568627451,1.7462318444384004
-0.0168421052631578,0.0007894736842105,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0055263157894736,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0094736842105263,0.1153225806451613,0.94659297084755,0.2,0.4795376324368619,0.0,,0.0,
-0.0105263157894736,0.0063157894736842,0.0,,0.0,,0.0,,0.0,
0.0005263157894736,0.0126315789473684,95.4483870967742,1.8724637004863711,95.42258064516129,1.8480896736030452,20.887254901960784,1.4627596203387836,21.215686274509803,1.4310811659328082
0.0052631578947368,0.0102631578947368,95.90322580645162,0.9017352372172123,95.79596774193548,0.9033811192177102,35.56372549019608,1.0207187264745783,35.745098039215684,1.0107098511038788
