ou_mean,ou_std,TI_V_num_-200_0,TI_V_mean_-200_0,TI_V_median_-200_0,TI_V_num_-200_-70,TI_V_mean_-200_-70,TI_V_median_-200_-70,TI_V_num_-70_-50,TI_V_mean_-70_-50,TI_V_median_-70_-50,TI_V_num_-50_0,TI_V_mean_-50_0,TI_V_median_-50_0,TIM_V_num_-200_0,TIM_V_mean_-200_0,TIM_V_median_-200_0,TIM_V_num_-200_-70,TIM_V_mean_-200_-70,TIM_V_median_-200_-70,TIM_V_num_-70_-50,TIM_V_mean_-70_-50,TIM_V_median_-70_-50,TIM_V_num_-50_0,TIM_V_mean_-50_0,TIM_V_median_-50_0
0.0133684210526315,0.0055263157894736,315843,-57.88350107170488,-58.006125404430314,5267,-72.02569145628004,-71.60261804248093,294354,-58.73386329435851,-58.18637264979864,16222,-37.86165182731202,-44.214331497964125,315858,-57.748666347164985,-57.86640853448331,4706,-72.0144848145522,-71.44153179788123,294918,-58.617700747219935,-58.03931324777662,16234,-37.82573737692142,-44.25293304605103
-0.0115,0.0047368421052631,319996,-147.6383644746826,-147.66230592866873,319996,-147.6383644746826,-147.66230592866873,0,,,0,,,319996,-147.93179172344114,-148.0726390126202,319996,-147.93179172344114,-148.0726390126202,0,,,0,,
0.0001052631578947,0.0126315789473684,318430,-76.29594682937439,-74.02698518798506,188354,-87.19478432894255,-84.22497428219155,124124,-61.613818764613725,-61.86110742145017,5952,-37.58035971860408,-43.4968659540217,318460,-75.99933626132615,-74.51826252218488,194234,-85.93294659205506,-83.22820988781916,118273,-61.61990551091309,-61.84533680998551,5953,-37.57392792348013,-43.60925805647827
0.0150263157894736,0.0023684210526315,315604,-55.76465712819679,-56.60912865245747,0,,,298473,-56.78966069472795,-56.76687374074551,17131,-37.90604469966037,-44.30716672099892,315554,-55.765196996218855,-56.6056648980921,0,,,298491,-56.782602630952205,-56.76717887118092,17063,-37.967246734412925,-44.389458347877806
0.0083947368421052,0.0007894736842105,316552,-55.91193329358529,-56.87028699851369,0,,,304060,-56.650726549488446,-56.94718098020721,12492,-37.929426297914524,-44.115371447765625,316535,-55.94720100312083,-56.88695974289769,0,,,304057,-56.68665284523679,-56.967537652289145,12478,-37.92864764855686,-44.11459202376024
-0.0065263157894736,0.0031578947368421,319996,-110.32691856567253,-110.34068537726557,319996,-110.32691856567253,-110.34068537726557,0,,,0,,,319996,-110.51108569336374,-110.60873446285909,319996,-110.51108569336374,-110.60873446285909,0,,,0,,
-0.0065263157894736,0.0142105263157894,319723,-111.4850129245566,-111.11699673563784,301937,-114.4358882630649,-113.0520040507683,16979,-62.53525230127922,-63.170660727633724,807,-37.30848075533971,-43.30311415070041,319825,-111.80891583338851,-112.30383644584658,306306,-114.04633588060221,-113.69507891094335,12857,-62.32342272217718,-62.995600435643404,662,-37.63942935151218,-43.63512880661159
0.0017631578947368,0.0031578947368421,318844,-62.36043489917839,-62.13748859046911,32791,-72.69223456376167,-72.15754201696939,281883,-61.5215228965896,-61.45011240506806,4170,-37.824461092077506,-44.047965880152184,318874,-62.175502767274274,-61.94095007034604,29456,-72.63319086521719,-72.14651941944913,285358,-61.443968520264264,-61.365595758507574,4060,-37.71921928089009,-43.910990157246474
0.0183421052631578,0.0102631578947368,315281,-59.28451529399199,-59.08282698815835,24365,-73.60061842984612,-72.77130493250691,271628,-59.52508414826487,-58.956832974061186,19288,-37.81224809918074,-44.10915347747974,315282,-59.147664830229,-58.934821753640215,22748,-73.61969025562408,-72.81076379180956,273295,-59.447509695504245,-58.85877993565189,19239,-37.77671328221257,-44.13175804280017
-0.0098421052631578,0.0007894736842105,319996,-135.48595903425573,-135.4899560599652,319996,-135.48595903425573,-135.4899560599652,0,,,0,,,319996,-135.5348230558868,-135.5583065588821,319996,-135.5348230558868,-135.5583065588821,0,,,0,,
